"","Hour of Day Ending at LST","Total Solar Rad  ly"," Wind Ave mph"," Wind V Dir Deg"," Wind Max mph","Air Temperature Mean Deg F","Soil Temperature Mean Deg F","Relative Humidity Mean Perent"," Dew Point Deg F"," Wet Bulb Deg F"," Baro Press in Hg"," Total Preip inhes","day","month","year"
"611","2 am","0.0","3.6","284","7.0","72.6","92.9","21","30","50","25.73","0.00",12,"08","19"
"711","3 am","0.0","2.2","292","4.8","70.1","92.2","22","29","49","25.73","0.00",12,"08","19"
"811","4 am","0.0","1.8","291","3.8","68.1","91.5","24","30","48","25.74","0.00",12,"08","19"
"911","5 am","0.1","2.9","276","5.2","66.7","90.8","26","31","48","25.75","0.00",12,"08","19"
"1011","6 am","3.7","3.3","281","5.0","67.4","90.1","25","30","48","25.76","0.00",12,"08","19"
"1111","7 am","22.1","1.6","56","5.7","79.3","89.2","17","30","53","25.77","0.00",12,"08","19"
"1211","8 am","40.4","2.9","118","9.9","81.8","88.5","15","29","54","25.79","0.00",12,"08","19"
"1311","9 am","56.8","4.8","199","14.0","83.2","88.0","16","33","55","25.80","0.00",12,"08","19"
"1411","10 am","69.5","5.3","205","15.6","83.8","87.5","19","37","57","25.81","0.00",12,"08","19"
"1511","11 am","78.2","5.3","214","16.4","84.9","87.3","21","40","58","25.81","0.00",12,"08","19"
"1611","12 pm","82.4","5.3","186","18.8","85.0","87.3","24","44","60","25.81","0.00",12,"08","19"
"1711","1 pm","81.3","5.6","162","18.3","85.8","87.7","19","39","58","25.80","0.00",12,"08","19"
"1811","2 pm","75.7","5.4","190","16.0","87.4","88.5","16","36","58","25.78","0.00",12,"08","19"
"1911","3 pm","65.0","5.0","176","18.9","88.5","89.7","14","33","57","25.77","0.00",12,"08","19"
"2011","4 pm","50.2","5.6","149","24.3","88.2","90.9","14","33","57","25.75","0.00",12,"08","19"
"2111","5 pm","32.8","7.8","116","21.3","87.6","92.2","14","33","57","25.74","0.00",12,"08","19"
"2211","6 pm","11.1","8.5","118","16.8","85.5","93.4","16","34","56","25.73","0.00",12,"08","19"
"2311","7 pm","0.5","4.7","103","12.6","81.5","94.4","19","36","55","25.74","0.00",12,"08","19"
"2411","8 pm","0.0","1.9","101","4.3","80.0","95.0","20","36","55","25.75","0.00",12,"08","19"
"2511","9 pm","0.0","1.3","264","6.6","77.3","95.2","21","35","54","25.77","0.00",12,"08","19"
"2611","10 pm","0.0","1.2","5","3.1","74.2","95.1","23","34","52","25.77","0.00",12,"08","19"
"2711","11 pm","0.0","1.0","258","3.3","74.4","94.8","24","36","53","25.77","0.00",12,"08","19"
"2811","12 am","0.0","1.7","277","4.3","75.1","94.3","27","39","54","25.78","0.00",12,"08","19"
"512","1 am","0.0","2.0","289","3.9","74.4","93.7","27","39","54","25.77","0.00",13,"08","19"
"612","2 am","0.0","1.5","291","3.7","70.4","93.1","31","38","52","25.76","0.00",13,"08","19"
"712","3 am","0.0","2.6","286","4.5","70.1","92.4","31","38","52","25.76","0.00",13,"08","19"
"812","4 am","0.0","3.4","277","4.7","67.8","91.7","33","37","51","25.76","0.00",13,"08","19"
"912","5 am","0.1","3.3","279","4.5","66.1","91.0","34","37","50","25.77","0.00",13,"08","19"
"1012","6 am","3.6","3.2","280","4.4","69.1","90.3","32","38","52","25.78","0.00",13,"08","19"
"1112","7 am","21.8","1.3","246","4.5","80.8","89.5","23","40","57","25.80","0.00",13,"08","19"
"1212","8 am","40.1","3.0","116","7.9","83.6","88.8","21","39","57","25.81","0.00",13,"08","19"
"1312","9 am","56.6","4.8","119","14.4","84.7","88.2","20","39","58","25.82","0.00",13,"08","19"
"1412","10 am","70.2","5.5","124","12.6","86.1","87.8","18","37","58","25.84","0.00",13,"08","19"
"1512","11 am","79.0","5.0","123","15.3","87.8","87.5","16","36","58","25.84","0.00",13,"08","19"
"1612","12 pm","83.9","4.2","195","12.8","89.8","87.5","13","32","57","25.83","0.00",13,"08","19"
"1712","1 pm","82.9","4.7","224","12.7","90.4","88.0","11","29","57","25.82","0.00",13,"08","19"
"1812","2 pm","77.0","3.6","187","12.4","91.5","88.9","11","30","57","25.80","0.00",13,"08","19"
"1912","3 pm","65.8","4.3","240","11.9","92.5","90.1","12","32","58","25.78","0.00",13,"08","19"
"2012","4 pm","51.2","3.6","237","10.8","92.4","91.4","11","29","57","25.77","0.00",13,"08","19"
"2112","5 pm","33.4","2.5","224","9.2","92.9","92.8","10","29","58","25.77","0.00",13,"08","19"
"2212","6 pm","10.8","1.8","189","8.7","90.1","94.0","12","30","57","25.76","0.00",13,"08","19"
"2312","7 pm","0.5","1.1","100","3.5","84.1","95.0","14","30","55","25.77","0.00",13,"08","19"
"2412","8 pm","0.0","0.7","323","2.8","78.9","95.6","17","31","53","25.78","0.00",13,"08","19"
"2512","9 pm","0.0","1.4","287","2.6","78.5","95.8","18","31","53","25.80","0.00",13,"08","19"
"2612","10 pm","0.0","2.8","289","5.3","76.9","95.8","19","31","52","25.80","0.00",13,"08","19"
"2712","11 pm","0.0","3.0","274","4.5","75.6","95.4","21","33","52","25.81","0.00",13,"08","19"
"2812","12 am","0.0","2.7","274","4.1","74.9","94.9","21","32","52","25.80","0.00",13,"08","19"
"513","1 am","0.0","1.3","295","4.1","76.3","94.4","19","31","52","25.79","0.00",14,"08","19"
"613","2 am","0.0","2.2","287","4.8","73.0","93.7","21","31","51","25.79","0.00",14,"08","19"
"713","3 am","0.0","2.5","278","4.2","73.7","93.1","20","30","51","25.79","0.00",14,"08","19"
"813","4 am","0.0","2.2","289","4.2","72.3","92.4","20","29","50","25.79","0.00",14,"08","19"
"913","5 am","0.0","1.7","280","5.2","72.4","91.7","20","29","50","25.79","0.00",14,"08","19"
"1013","6 am","3.6","2.5","283","5.8","76.7","91.0","17","29","51","25.80","0.00",14,"08","19"
"1113","7 am","21.9","0.8","261","3.1","86.9","90.1","13","30","56","25.82","0.00",14,"08","19"
"1213","8 am","40.2","1.5","161","6.0","90.8","89.4","11","30","57","25.83","0.00",14,"08","19"
"1313","9 am","57.0","2.6","158","8.3","91.3","88.8","11","29","57","25.83","0.00",14,"08","19"
"1413","10 am","70.5","3.2","201","9.8","92.5","88.4","10","29","57","25.84","0.00",14,"08","19"
"1513","11 am","79.4","4.1","203","13.6","93.3","88.1","10","29","58","25.84","0.00",14,"08","19"
"1613","12 pm","83.6","4.8","183","15.3","93.3","88.2","10","29","58","25.84","0.00",14,"08","19"
"1713","1 pm","82.2","4.9","194","17.1","93.7","88.7","10","28","58","25.82","0.00",14,"08","19"
"1813","2 pm","76.8","5.9","192","16.1","94.9","89.6","9","27","58","25.81","0.00",14,"08","19"
"1913","3 pm","66.0","5.6","266","13.8","95.1","90.9","9","26","58","25.80","0.00",14,"08","19"
"2013","4 pm","51.3","4.0","233","12.1","95.6","92.1","8","25","57","25.78","0.00",14,"08","19"
"2113","5 pm","33.7","3.6","185","11.6","94.8","93.5","7","22","57","25.77","0.00",14,"08","19"
"2213","6 pm","10.9","3.6","239","12.5","92.5","94.7","7","20","55","25.76","0.00",14,"08","19"
"2313","7 pm","0.5","1.9","270","5.3","86.6","95.7","9","21","53","25.77","0.00",14,"08","19"
"2413","8 pm","0.0","4.8","282","9.5","83.1","96.4","10","21","52","25.78","0.00",14,"08","19"
"2513","9 pm","0.0","5.5","301","8.6","83.2","96.6","9","19","52","25.79","0.00",14,"08","19"
"2613","10 pm","0.0","5.2","293","7.5","83.3","96.5","9","18","52","25.79","0.00",14,"08","19"
"2713","11 pm","0.0","8.5","310","17.9","84.4","96.1","9","19","52","25.79","0.00",14,"08","19"
"2813","12 am","0.0","13.3","314","19.9","84.5","95.6","9","18","52","25.79","0.00",14,"08","19"
"514","1 am","0.0","14.0","312","21.7","83.8","95.0","10","21","52","25.78","0.00",15,"08","19"
"614","2 am","0.0","13.9","309","19.5","83.5","94.4","11","23","53","25.77","0.00",15,"08","19"
"714","3 am","0.0","11.9","323","20.6","83.6","93.8","10","22","53","25.77","0.00",15,"08","19"
"814","4 am","0.0","8.1","334","16.1","83.9","93.2","9","20","52","25.77","0.00",15,"08","19"
"914","5 am","0.0","6.6","312","12.1","82.5","92.6","10","21","52","25.78","0.00",15,"08","19"
"1014","6 am","3.9","4.7","274","9.6","82.8","92.1","10","21","52","25.79","0.00",15,"08","19"
"1114","7 am","22.2","1.9","282","4.3","89.7","91.3","9","22","55","25.80","0.00",15,"08","19"
"1214","8 am","40.6","1.7","245","5.9","94.2","90.8","7","22","56","25.81","0.00",15,"08","19"
"1314","9 am","57.4","3.2","202","9.0","94.3","90.3","7","22","57","25.81","0.00",15,"08","19"
"1414","10 am","71.1","3.9","213","11.4","94.7","89.9","8","23","57","25.81","0.00",15,"08","19"
"1514","11 am","80.2","4.7","205","13.3","95.2","89.7","7","23","57","25.81","0.00",15,"08","19"
"1614","12 pm","84.0","4.8","210","14.0","95.6","89.8","7","23","57","25.80","0.00",15,"08","19"
"1714","1 pm","82.7","5.2","212","17.8","95.9","90.2","7","22","57","25.78","0.00",15,"08","19"
"1814","2 pm","77.2","4.7","196","17.6","97.2","91.1","6","19","57","25.76","0.00",15,"08","19"
"1914","3 pm","66.4","5.2","205","17.5","96.8","92.3","6","17","56","25.74","0.00",15,"08","19"
"2014","4 pm","51.5","4.5","214","14.5","97.1","93.6","5","16","56","25.72","0.00",15,"08","19"
"2114","5 pm","33.5","4.5","237","12.6","96.1","95.0","5","16","56","25.71","0.00",15,"08","19"
"2214","6 pm","10.6","3.3","233","8.8","93.7","96.2","6","16","55","25.70","0.00",15,"08","19"
"2314","7 pm","0.5","3.2","271","8.5","87.4","97.1","7","16","53","25.70","0.00",15,"08","19"
"2414","8 pm","0.0","4.6","286","7.5","84.9","97.7","8","17","52","25.71","0.00",15,"08","19"
"2514","9 pm","0.0","4.1","278","6.7","83.9","97.9","8","16","51","25.72","0.00",15,"08","19"
"2614","10 pm","0.0","10.3","302","23.5","83.2","97.8","9","18","52","25.72","0.00",15,"08","19"
"2714","11 pm","0.0","15.7","319","25.7","85.2","97.3","11","25","54","25.72","0.00",15,"08","19"
"2814","12 am","0.0","16.2","316","22.7","83.7","96.8","11","23","53","25.72","0.00",15,"08","19"
"515","1 am","0.0","15.0","315","22.8","83.3","96.2","11","24","53","25.71","0.00",16,"08","19"
"615","2 am","0.0","14.5","312","22.4","83.2","95.6","11","24","53","25.70","0.00",16,"08","19"
"715","3 am","0.0","10.8","303","18.3","82.0","95.0","12","25","53","25.70","0.00",16,"08","19"
"815","4 am","0.0","10.4","308","16.3","81.7","94.4","13","25","53","25.70","0.00",16,"08","19"
"915","5 am","0.0","10.8","314","18.0","82.1","93.7","11","23","52","25.71","0.00",16,"08","19"
"1015","6 am","3.9","6.7","309","12.8","81.7","93.2","12","24","52","25.72","0.00",16,"08","19"
"1115","7 am","22.0","5.9","310","11.4","85.8","92.4","11","24","54","25.73","0.00",16,"08","19"
"1215","8 am","40.6","4.1","280","9.8","89.0","91.8","10","25","55","25.74","0.00",16,"08","19"
"1315","9 am","57.7","3.2","162","8.5","90.9","91.3","8","22","55","25.75","0.00",16,"08","19"
"1415","10 am","71.9","3.9","202","12.2","92.4","90.9","7","20","55","25.75","0.00",16,"08","19"
"1515","11 am","80.9","5.9","255","17.8","92.1","90.6","8","22","56","25.75","0.00",16,"08","19"
"1615","12 pm","84.4","6.1","259","18.2","92.5","90.7","8","22","56","25.73","0.00",16,"08","19"
"1715","1 pm","82.6","6.6","264","17.3","93.1","91.1","7","21","56","25.71","0.00",16,"08","19"
"1815","2 pm","76.3","6.3","238","18.6","94.2","91.9","8","25","57","25.69","0.00",16,"08","19"
"1915","3 pm","65.0","6.2","230","21.0","94.9","93.1","8","25","57","25.67","0.00",16,"08","19"
"2015","4 pm","50.0","6.1","251","22.4","95.0","94.3","8","24","57","25.65","0.00",16,"08","19"
"2115","5 pm","32.3","6.2","255","16.0","94.8","95.5","8","24","57","25.64","0.00",16,"08","19"
"2215","6 pm","10.1","4.3","266","14.4","92.6","96.6","8","23","56","25.63","0.00",16,"08","19"
"2315","7 pm","0.5","3.1","261","11.1","88.4","97.5","8","21","54","25.64","0.00",16,"08","19"
"2415","8 pm","0.0","3.1","279","5.9","84.3","98.1","9","20","52","25.65","0.00",16,"08","19"
"2515","9 pm","0.0","9.1","300","22.9","83.5","98.2","11","24","53","25.65","0.00",16,"08","19"
"2615","10 pm","0.0","14.0","314","21.9","84.5","98.0","13","29","55","25.66","0.00",16,"08","19"
"2715","11 pm","0.0","16.5","315","25.2","82.5","97.6","15","30","54","25.65","0.00",16,"08","19"
"2815","12 am","0.0","14.4","310","21.4","81.6","97.2","15","29","54","25.65","0.00",16,"08","19"
"516","1 am","0.0","13.1","310","20.0","81.8","96.6","13","27","53","25.64","0.00",17,"08","19"
"616","2 am","0.0","8.9","293","16.7","80.3","96.0","14","27","52","25.64","0.00",17,"08","19"
"716","3 am","0.0","7.1","286","11.6","78.6","95.4","17","30","53","25.63","0.00",17,"08","19"
"816","4 am","0.0","4.5","263","9.3","76.8","94.8","16","27","51","25.63","0.00",17,"08","19"
"916","5 am","0.0","2.8","252","8.4","76.3","94.1","15","25","50","25.63","0.00",17,"08","19"
"1016","6 am","3.8","4.2","260","10.0","79.7","93.4","12","22","51","25.64","0.00",17,"08","19"
"1116","7 am","22.0","1.7","174","5.6","85.2","92.6","11","25","54","25.66","0.00",17,"08","19"
"1216","8 am","40.7","3.0","184","7.9","86.2","91.9","12","27","55","25.67","0.00",17,"08","19"
"1316","9 am","57.7","3.1","188","8.3","88.0","91.3","11","26","55","25.69","0.00",17,"08","19"
"1416","10 am","71.6","3.1","190","11.8","88.8","90.8","10","26","55","25.69","0.00",17,"08","19"
"1516","11 am","80.7","4.3","201","12.3","89.2","90.4","11","28","56","25.68","0.00",17,"08","19"
"1616","12 pm","84.8","5.2","186","13.9","89.7","90.4","10","25","55","25.68","0.00",17,"08","19"
"1716","1 pm","83.4","4.3","216","12.8","89.8","90.8","9","23","55","25.67","0.00",17,"08","19"
"1816","2 pm","77.5","4.4","210","12.3","91.3","91.6","8","22","55","25.66","0.00",17,"08","19"
"1916","3 pm","66.1","3.8","216","12.5","91.7","92.7","8","22","55","25.64","0.00",17,"08","19"
"2016","4 pm","50.9","3.9","241","12.9","92.1","94.0","8","22","56","25.63","0.00",17,"08","19"
"2116","5 pm","32.8","3.9","210","12.1","91.2","95.2","7","20","55","25.61","0.00",17,"08","19"
"2216","6 pm","9.9","3.0","214","8.8","89.1","96.3","8","19","54","25.60","0.00",17,"08","19"
"2316","7 pm","0.5","1.5","96","5.0","83.1","97.2","9","18","51","25.60","0.00",17,"08","19"
"2416","8 pm","0.0","0.1","34","2.0","78.0","97.8","10","18","49","25.62","0.00",17,"08","19"
"2516","9 pm","0.0","1.1","118","4.7","77.3","97.9","12","20","50","25.63","0.00",17,"08","19"
"2616","10 pm","0.0","1.8","80","5.0","76.1","97.7","13","21","49","25.64","0.00",17,"08","19"
"2716","11 pm","0.0","4.5","293","9.2","75.7","97.2","13","21","49","25.64","0.00",17,"08","19"
"2816","12 am","0.0","4.0","276","6.2","75.1","96.7","13","20","49","25.63","0.00",17,"08","19"
"517","1 am","0.0","5.1","274","7.2","75.0","95.9","13","21","49","25.63","0.00",18,"08","19"
"617","2 am","0.0","4.7","272","6.7","74.3","95.2","14","21","49","25.63","0.00",18,"08","19"
"717","3 am","0.0","5.0","273","7.4","73.5","94.5","14","22","48","25.63","0.00",18,"08","19"
"817","4 am","0.0","4.1","282","5.8","71.8","93.7","16","22","48","25.63","0.00",18,"08","19"
"917","5 am","0.0","3.9","280","5.8","69.5","93.0","17","23","47","25.64","0.00",18,"08","19"
"1017","6 am","4.0","3.4","281","5.3","68.6","92.2","18","23","47","25.65","0.00",18,"08","19"
"1117","7 am","22.4","1.2","71","6.7","79.1","91.3","13","25","51","25.67","0.00",18,"08","19"
"1217","8 am","41.6","3.6","114","11.3","82.7","90.5","11","24","52","25.69","0.00",18,"08","19"
"1317","9 am","58.7","5.3","129","13.0","83.3","89.9","11","24","53","25.70","0.00",18,"08","19"
"1417","10 am","71.9","6.2","123","14.2","83.9","89.4","10","22","53","25.72","0.00",18,"08","19"
"1517","11 am","79.9","4.8","139","15.3","85.9","89.0","9","21","53","25.72","0.00",18,"08","19"
"1617","12 pm","85.2","5.3","149","17.2","86.3","89.0","8","18","53","25.72","0.00",18,"08","19"
"1717","1 pm","84.3","5.0","209","13.2","86.9","89.3","8","19","53","25.71","0.00",18,"08","19"
"1817","2 pm","79.0","4.7","173","19.1","88.4","90.1","8","19","54","25.70","0.00",18,"08","19"
"1917","3 pm","63.9","4.7","198","16.3","88.7","91.3","8","19","54","25.69","0.00",18,"08","19"
"2017","4 pm","51.3","5.5","184","16.7","88.6","92.5","8","20","54","25.68","0.00",18,"08","19"
"2117","5 pm","32.4","8.0","119","17.1","87.5","93.7","9","22","54","25.67","0.00",18,"08","19"
"2217","6 pm","9.3","7.9","116","19.3","85.8","94.9","10","22","53","25.66","0.00",18,"08","19"
"2317","7 pm","0.4","6.5","105","12.6","81.0","95.8","10","19","51","25.66","0.00",18,"08","19"
"2417","8 pm","0.0","3.3","98","8.2","79.8","96.3","10","19","50","25.67","0.00",18,"08","19"
"2517","9 pm","0.0","2.3","240","7.1","78.0","96.5","12","22","50","25.69","0.00",18,"08","19"
"2617","10 pm","0.0","2.8","286","6.4","75.9","96.4","14","23","50","25.70","0.00",18,"08","19"
"2717","11 pm","0.0","1.7","292","5.9","75.3","96.0","16","26","50","25.70","0.00",18,"08","19"
"2817","12 am","0.0","2.0","354","5.7","71.2","95.5","19","27","49","25.70","0.00",18,"08","19"
"518","1 am","0.0","4.6","272","8.2","72.7","94.8","16","24","49","25.69","0.00",19,"08","19"
"618","2 am","0.0","4.8","269","7.5","74.3","94.1","14","23","49","25.69","0.00",19,"08","19"
"718","3 am","0.0","4.4","269","7.7","74.7","93.4","14","22","49","25.70","0.00",19,"08","19"
"818","4 am","0.0","3.6","268","6.7","72.8","92.6","18","27","49","25.70","0.00",19,"08","19"
"918","5 am","0.0","4.2","269","7.4","72.5","91.9","18","26","49","25.71","0.00",19,"08","19"
"1018","6 am","3.4","3.7","269","6.4","71.7","91.1","21","29","50","25.72","0.00",19,"08","19"
"1118","7 am","21.2","1.7","271","6.1","80.1","90.2","17","31","53","25.73","0.00",19,"08","19"
"1218","8 am","39.6","2.7","162","9.5","83.0","89.5","14","29","54","25.75","0.00",19,"08","19"
"1318","9 am","56.4","3.1","171","10.0","84.4","88.9","12","27","54","25.76","0.00",19,"08","19"
"1418","10 am","70.2","4.0","121","10.2","86.2","88.4","11","25","54","25.77","0.00",19,"08","19"
"1518","11 am","79.5","4.4","199","12.8","86.9","88.1","10","24","54","25.77","0.00",19,"08","19"
"1618","12 pm","83.7","4.4","192","12.5","88.4","88.1","9","22","54","25.76","0.00",19,"08","19"
"1718","1 pm","82.2","4.7","203","12.6","88.4","88.5","9","22","54","25.75","0.00",19,"08","19"
"1818","2 pm","76.5","4.0","147","14.0","89.4","89.4","9","22","55","25.74","0.00",19,"08","19"
"1918","3 pm","65.4","5.4","207","14.7","90.2","90.6","8","22","55","25.73","0.00",19,"08","19"
"2018","4 pm","50.0","4.6","193","13.9","90.6","91.9","8","22","55","25.72","0.00",19,"08","19"
"2118","5 pm","32.1","4.2","172","14.2","89.8","93.1","9","23","55","25.70","0.00",19,"08","19"
"2218","6 pm","8.5","3.1","209","12.3","87.0","94.3","10","23","54","25.69","0.00",19,"08","19"
"2318","7 pm","0.4","1.2","267","4.5","81.6","95.3","11","23","52","25.69","0.00",19,"08","19"
"2418","8 pm","0.0","2.0","292","4.4","77.5","95.9","12","21","50","25.70","0.00",19,"08","19"
"2518","9 pm","0.0","1.7","283","6.0","76.9","96.1","13","21","50","25.71","0.00",19,"08","19"
"2618","10 pm","0.0","3.6","280","4.9","74.3","95.9","13","21","49","25.72","0.00",19,"08","19"
"2718","11 pm","0.0","4.4","325","11.6","76.4","95.5","13","22","50","25.72","0.00",19,"08","19"
"2818","12 am","0.0","9.7","307","16.3","78.7","95.0","13","24","51","25.72","0.00",19,"08","19"
"519","1 am","0.0","11.9","305","17.3","77.7","94.4","14","24","51","25.71","0.00",20,"08","19"
"619","2 am","0.0","11.4","310","18.8","77.7","93.7","15","26","51","25.71","0.00",20,"08","19"
"719","3 am","0.0","11.3","306","18.0","76.7","93.0","17","29","52","25.71","0.00",20,"08","19"
"819","4 am","0.0","10.9","307","17.9","76.0","92.4","18","29","51","25.72","0.00",20,"08","19"
"919","5 am","0.0","8.6","300","16.0","75.8","91.8","17","27","51","25.72","0.00",20,"08","19"
"1019","6 am","3.1","7.8","303","15.3","76.4","91.1","15","26","51","25.73","0.00",20,"08","19"
"1119","7 am","21.4","8.0","301","13.5","80.2","90.4","14","27","52","25.74","0.00",20,"08","19"
"1219","8 am","39.7","7.4","306","12.4","83.1","89.8","14","28","54","25.75","0.00",20,"08","19"
"1319","9 am","56.4","5.2","308","11.8","85.4","89.3","14","30","55","25.76","0.00",20,"08","19"
"1419","10 am","69.9","5.1","275","10.6","87.3","88.9","12","29","56","25.77","0.00",20,"08","19"
"1519","11 am","79.2","4.5","217","11.6","89.8","88.6","11","28","56","25.77","0.00",20,"08","19"
"1619","12 pm","83.1","4.4","59","13.0","90.5","88.7","10","28","56","25.76","0.00",20,"08","19"
"1719","1 pm","81.7","3.8","123","12.4","92.1","89.1","9","26","56","25.74","0.00",20,"08","19"
"1819","2 pm","76.0","4.9","355","12.4","93.1","90.0","9","25","57","25.73","0.00",20,"08","19"
"1919","3 pm","65.0","4.8","256","11.5","94.2","91.3","7","22","56","25.72","0.00",20,"08","19"
"2019","4 pm","50.0","6.2","328","12.6","93.9","92.5","6","19","56","25.71","0.00",20,"08","19"
"2119","5 pm","32.1","4.9","299","14.5","93.4","93.8","7","19","55","25.70","0.00",20,"08","19"
"2219","6 pm","8.4","3.9","317","12.0","90.4","95.1","7","19","54","25.69","0.00",20,"08","19"
"2319","7 pm","0.4","3.4","276","8.5","84.6","96.0","9","19","52","25.70","0.00",20,"08","19"
"2419","8 pm","0.0","2.4","280","4.9","80.3","96.6","10","19","51","25.70","0.00",20,"08","19"
"2519","9 pm","0.0","4.6","279","6.9","80.7","96.8","10","19","51","25.71","0.00",20,"08","19"
"2619","10 pm","0.0","6.8","295","11.9","81.6","96.6","10","19","51","25.71","0.00",20,"08","19"
"2719","11 pm","0.0","5.3","290","10.2","81.3","96.3","9","18","51","25.71","0.00",20,"08","19"
"2819","12 am","0.0","5.4","306","14.3","81.2","95.7","10","20","51","25.71","0.00",20,"08","19"
"520","1 am","0.0","7.2","297","14.8","80.8","95.1","12","23","52","25.70","0.00",21,"08","19"
"620","2 am","0.0","7.0","296","12.8","80.5","94.5","12","22","51","25.69","0.00",21,"08","19"
"720","3 am","0.0","7.9","301","12.6","80.2","93.8","11","22","51","25.69","0.00",21,"08","19"
"820","4 am","0.0","7.0","279","10.2","79.5","93.1","12","21","51","25.69","0.00",21,"08","19"
"920","5 am","0.0","6.7","272","9.9","79.4","92.5","11","21","51","25.69","0.00",21,"08","19"
"1020","6 am","2.8","5.7","280","9.6","79.3","91.9","12","22","51","25.69","0.00",21,"08","19"
"1120","7 am","21.2","5.2","293","7.5","85.1","91.1","10","23","53","25.71","0.00",21,"08","19"
"1220","8 am","39.9","4.1","317","7.4","89.2","90.5","9","23","55","25.72","0.00",21,"08","19"
"1320","9 am","56.9","2.4","186","9.3","92.6","90.0","8","22","56","25.73","0.00",21,"08","19"
"1420","10 am","70.5","3.6","165","11.2","93.2","89.5","8","23","56","25.73","0.00",21,"08","19"
"1520","11 am","79.6","4.3","154","14.5","93.9","89.3","8","23","57","25.73","0.00",21,"08","19"
"1620","12 pm","83.5","5.3","145","17.1","93.9","89.4","8","22","56","25.71","0.00",21,"08","19"
"1720","1 pm","82.1","4.3","177","11.3","94.8","89.8","7","22","57","25.70","0.00",21,"08","19"
"1820","2 pm","76.2","4.8","221","13.2","95.9","90.8","7","20","57","25.68","0.00",21,"08","19"
"1920","3 pm","64.7","4.4","220","15.1","96.3","91.9","7","21","57","25.66","0.00",21,"08","19"
"2020","4 pm","49.2","4.5","231","14.6","96.5","93.2","6","21","57","25.64","0.00",21,"08","19"
"2120","5 pm","31.1","4.5","246","14.3","95.1","94.6","6","19","56","25.63","0.00",21,"08","19"
"2220","6 pm","7.8","4.7","265","12.3","91.7","95.8","8","21","55","25.62","0.00",21,"08","19"
"2320","7 pm","0.4","2.1","265","6.1","87.6","96.8","9","21","54","25.62","0.00",21,"08","19"
"2420","8 pm","0.0","3.6","271","5.6","82.2","97.4","10","20","52","25.63","0.00",21,"08","19"
"2520","9 pm","0.0","4.8","271","7.4","82.7","97.5","10","20","52","25.63","0.00",21,"08","19"
"2620","10 pm","0.0","6.4","290","21.1","82.8","97.4","10","20","52","25.63","0.00",21,"08","19"
"2720","11 pm","0.0","13.2","317","21.1","84.5","96.9","11","24","53","25.62","0.00",21,"08","19"
"2820","12 am","0.0","10.7","311","18.1","83.3","96.4","12","26","53","25.61","0.00",21,"08","19"
"521","1 am","0.0","7.8","274","12.2","81.4","95.9","13","25","52","25.60","0.00",22,"08","19"
"621","2 am","0.0","6.5","272","8.9","78.9","95.2","13","23","51","25.60","0.00",22,"08","19"
"721","3 am","0.0","4.2","274","6.4","76.0","94.6","13","21","49","25.59","0.00",22,"08","19"
"821","4 am","0.0","3.2","274","6.9","74.8","94.0","13","21","49","25.59","0.00",22,"08","19"
"921","5 am","0.0","2.6","281","5.0","72.2","93.3","13","19","47","25.59","0.00",22,"08","19"
"1021","6 am","2.9","3.2","275","5.7","75.0","92.7","9","13","47","25.60","0.00",22,"08","19"
"1121","7 am","21.3","1.1","254","4.7","85.7","91.8","8","16","52","25.61","0.00",22,"08","19"
"1221","8 am","40.1","2.6","129","8.3","86.5","91.0","8","19","53","25.63","0.00",22,"08","19"
"1321","9 am","57.2","3.9","178","11.5","87.1","90.4","7","17","53","25.63","0.00",22,"08","19"
"1421","10 am","71.0","4.6","212","12.6","87.7","89.8","7","18","53","25.64","0.00",22,"08","19"
"1521","11 am","80.3","5.4","203","12.6","87.5","89.5","8","19","53","25.64","0.00",22,"08","19"
"1621","12 pm","84.9","5.4","211","12.8","88.8","89.5","7","16","53","25.63","0.00",22,"08","19"
"1721","1 pm","68.9","5.1","215","16.4","90.1","89.8","6","16","54","25.62","0.00",22,"08","19"
"1821","2 pm","71.2","4.1","205","12.9","91.6","90.6","7","20","55","25.61","0.00",22,"08","19"
"1921","3 pm","65.7","4.1","188","16.5","93.1","91.7","7","21","56","25.59","0.00",22,"08","19"
"2021","4 pm","41.2","5.3","205","18.6","92.5","92.8","9","25","56","25.57","0.00",22,"08","19"
"2121","5 pm","30.2","9.3","134","19.4","92.0","93.9","10","28","57","25.57","0.00",22,"08","19"
"2221","6 pm","7.4","6.9","170","18.4","90.0","94.9","8","20","55","25.56","0.00",22,"08","19"
"2321","7 pm","0.6","4.5","274","14.5","87.3","95.8","7","14","52","25.56","0.00",22,"08","19"
"2421","8 pm","0.0","6.0","283","12.6","84.4","96.3","8","16","52","25.57","0.00",22,"08","19"
"2521","9 pm","0.0","3.0","287","8.2","81.4","96.5","10","18","51","25.58","0.00",22,"08","19"
"2621","10 pm","0.0","3.6","162","17.1","78.5","96.3","11","20","50","25.59","0.00",22,"08","19"
"2721","11 pm","0.0","10.1","310","19.9","79.7","95.9","13","25","52","25.59","0.00",22,"08","19"
"2821","12 am","0.0","4.3","273","8.8","77.5","95.5","14","25","51","25.61","0.00",22,"08","19"
"522","1 am","0.0","1.6","269","4.3","74.4","94.9","13","21","49","25.62","0.00",23,"08","19"
