bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,trophic_guild,behavior,broad_behavior,mesohabitat,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
127,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Sparring,Terriotial or mating behavior,shrub,no photo,6:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
128,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Sparring,Terriotial or mating behavior,shrub,no photo,6:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
129,5/2/2019,flower,4,6:25,8:25,34.78285,-115.6628,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Sparring,Terriotial or mating behavior,cactus canopy,no photo,7:03,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
130,5/2/2019,flower,4,6:25,8:25,34.78285,-115.6628,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Sparring,Terriotial or mating behavior,cactus canopy,no photo,7:03,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
131,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:16,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
132,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,7:19,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
133,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,7:19,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
134,5/2/2019,flower,4,6:25,8:25,34.78246,-115.66362,Passeriformes,Mimidae,Crissal's Thrasher,,Standing on Ground,Inactive,rock,no photo,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
135,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,rock,no photo,7:20,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
136,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:25,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
137,5/2/2019,flower,4,6:25,8:25,,,Apodiformes,Trochilidae,Hummingbird,nectarivore,Flying,Active movement,air,no photo,7:26,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
138,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:27,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
139,5/2/2019,flower,4,6:25,8:25,34.7821,-115.66351,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,rock,no photo,7:30,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
140,5/2/2019,flower,4,6:25,8:25,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,7:30,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
141,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,7:32,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
142,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
143,5/2/2019,flower,4,6:25,8:25,34.78139,-115.66357,Apodiformes,Trochilidae,Hummingbird,nectarivore,Foraging,Foraging,shrub,no photo,7:39,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
144,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,cactus canopy,no photo,7:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
145,5/2/2019,flower,4,6:25,8:25,34.78102,-115.66364,Passeriformes,Passerellidae,Green.tailed Towhee,,Standing on Ground,Inactive,grass,no photo,7:44,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
146,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Troglodytidae,Canyon Wren,,Singing,Vocalization,no visual,no photo,7:45,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
147,5/2/2019,flower,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
148,5/2/2019,flower,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,7:51,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
149,5/2/2019,flower,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying Between Plants,Active movement,shrub,no photo,7:51,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
150,5/2/2019,flower,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying Between Plants,Active movement,shrub,no photo,7:51,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
151,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,7:58,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
152,5/2/2019,flower,4,6:25,8:25,34.78022,-115.6636,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,air,no photo,7:58,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
153,5/2/2019,flower,4,6:25,8:25,34.77996,-115.66391,Passeriformes,Tyrannidae,Hammond's Flycatcher,insectivore,Sitting on Plant,Inactive,shrub,260.274,8:05,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
154,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,8:07,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
155,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,8:07,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
156,5/2/2019,flower,4,6:25,8:25,34.77985,-115.66386,Apodiformes,Trochilidae,Black.chinned hummingbird,nectarivore,Singing,Vocalization,shrub,no photo,8:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
157,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,8:16,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
158,5/2/2019,flower,4,6:25,8:25,34.77906,-115.66485,Passeriformes,Mimidae,Northern Mockingbird,,Flying Between Plants,Active movement,shrub,no photo,8:19,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
159,5/2/2019,flower,4,6:25,8:25,34.77882,-115.66496,Passeriformes,Mimidae,Northern Mockingbird,,Sparring,Terriotial or mating behavior,shrub,no photo,8:20,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
160,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,no photo,8:21,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
161,5/2/2019,flower,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Sparring,Terriotial or mating behavior,shrub,no photo,8:21,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
162,5/2/2019,flower,4,6:25,8:25,34.77856,-115.6641,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,281.282,8:24,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
163,5/2/2019,flower,4,6:25,8:25,34.77856,-115.6641,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,281.282,8:24,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
164,5/2/2019,flower,4,6:25,8:25,34.77856,-115.6641,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,281.282,8:24,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
165,5/2/2019,flower,4,6:25,8:25,34.77856,-115.6641,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,281.282,8:24,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
166,5/2/2019,flower,4,6:25,8:25,34.77856,-115.6641,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,281.282,8:24,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
167,5/2/2019,flower,4,6:25,8:25,34.77856,-115.6641,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,281.282,8:24,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
168,5/2/2019,flower,4,6:25,8:25,,,Apodiformes,Trochilidae,Hummingbird,nectarivore,Flying,Active movement,shrub,283.291,8:25,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
169,5/2/2019,flower,5,8:36,10:36,34.77857,-115.66254,Passeriformes,Tyrannidae,Say's Phoebe,,Flying Between Plants,Active movement,shrub,292.31,8:44,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
170,5/2/2019,flower,5,8:36,10:36,34.77851,-115.66257,Apodiformes,Trochilidae,Hummingbird,nectarivore,Flying,Active movement,shrub,no photo,8:44,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
171,5/2/2019,flower,5,8:36,10:36,34.77926,-115.66274,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Sparring,Terriotial or mating behavior,cactus canopy,311.312,8:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
172,5/2/2019,flower,5,8:36,10:36,34.77926,-115.66274,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Sparring,Terriotial or mating behavior,cactus canopy,311.312,8:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
173,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,8:56,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
174,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Calling,Vocalization,no visual,no photo,9:00,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
175,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Calling,Vocalization,no visual,no photo,9:00,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
176,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Corvidae,Common Raven,,Calling,Vocalization,no visual,no photo,9:01,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
177,5/2/2019,flower,5,8:36,10:36,34.78047,-115.66291,Passeriformes,Tyrannidae,Say's Phoebe,,Calling,Vocalization,cactus canopy,no photo,9:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
178,5/2/2019,flower,5,8:36,10:36,34.78044,-115.66278,Passeriformes,Tyrannidae,Say's Phoebe,,Sitting on Plant,Inactive,cactus canopy,no photo,9:07,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
179,5/2/2019,flower,5,8:36,10:36,34.78105,-115.66305,Passeriformes,Tyrannidae,Say's Phoebe,,Calling,Vocalization,shrub,no photo,9:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
180,5/2/2019,flower,5,8:36,10:36,34.78105,-115.66305,Passeriformes,Tyrannidae,Say's Phoebe,,Sitting on Plant,Inactive,shrub,no photo,9:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
181,5/2/2019,flower,5,8:36,10:36,34.78146,-115.66277,Passeriformes,Troglodytidae,Rock Wren,,Standing on Ground,Inactive,rock,no photo,9:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
182,5/2/2019,flower,5,8:36,10:36,34.78161,-115.66263,Passeriformes,Troglodytidae,Rock Wren,,Flying,Active movement,rock,no photo,9:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
183,5/2/2019,flower,5,8:36,10:36,34.78159,-115.66264,Passeriformes,Mimidae,Northern Mockingbird,,Flying,Active movement,air,no photo,9:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
184,5/2/2019,flower,5,8:36,10:36,34.7821,-115.66239,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,shrub,331.337,9:30,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
185,5/2/2019,flower,5,8:36,10:36,,,Apodiformes,Trochilidae,Hummingbird,nectarivore,Singing,Vocalization,no visual,no photo,9:32,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
186,5/2/2019,flower,5,8:36,10:36,,,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,air,no photo,9:33,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
187,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,9:36,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
188,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,9:39,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
189,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,no visual,no photo,9:41,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
190,5/2/2019,flower,5,8:36,10:36,34.77288,-115.6626,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Singing,Vocalization,air,no photo,9:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
191,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Fringillidae,House finch,,Calling,Vocalization,no visual,no photo,9:46,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
192,5/2/2019,flower,5,8:36,10:36,34.78212,-115.66229,Apodiformes,Trochilidae,Anna's Hummingbird,nectarivore,Flying Between Plants,Active movement,shrub,338.366,9:48,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
193,5/2/2019,flower,5,8:36,10:36,34.78211,-115.66255,Passeriformes,Mimidae,Northern Mockingbird,,Sparring,Terriotial or mating behavior,shrub,367.372,9:53,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
194,5/2/2019,flower,5,8:36,10:36,34.78211,-115.66255,Passeriformes,Ptiliogonatidae,Phainopepla,,Sparring,Terriotial or mating behavior,no visual,no photo,9:53,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
195,5/2/2019,flower,5,8:36,10:36,34.78224,-115.66245,Apodiformes,Trochilidae,Anna's Hummingbird,nectarivore,Sitting on Plant,Inactive,shrub,373.38,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
196,5/2/2019,flower,5,8:36,10:36,34.78223,-115.66261,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying Between Plants,Active movement,shrub,no photo,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
197,5/2/2019,flower,5,8:36,10:36,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,10:01,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
198,5/2/2019,flower,5,8:36,10:36,34.7827,-115.66242,Passeriformes,Troglodytidae,Rock Wren,,Flying,Active movement,rock,no photo,10:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
199,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Singing,Vocalization,no visual,no photo,10:09,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
200,5/2/2019,flower,5,8:36,10:36,34.78292,-115.66232,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,rock,no photo,10:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
201,5/2/2019,flower,5,8:36,10:36,34.78292,-115.66232,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,rock,no photo,10:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
202,5/2/2019,flower,5,8:36,10:36,,,Passeriformes,Fringillidae,House finch,,Singing,Vocalization,no visual,no photo,10:18,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
203,5/2/2019,flower,5,8:36,10:36,,,Apodiformes,Trochilidae,Costa's Hummingbird,nectarivore,Foraging,Foraging,cactus canopy,381.411,10:18,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
204,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,no visual,no photo,10:48,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
205,5/2/2019,flower,6,10:43,12:43,34.78267,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying,Active movement,air,no photo,10:49,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
206,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,10:50,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
207,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,10:52,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
208,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,no visual,no photo,10:53,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
209,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,no visual,no photo,10:53,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
210,5/2/2019,flower,6,10:43,12:43,34.78267,-115.66292,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying Between Plants,Active movement,air,no photo,10:55,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
211,5/2/2019,flower,6,10:43,12:43,34.78254,-115.66293,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Flying Between Plants,Active movement,cactus canopy,no photo,10:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
212,5/2/2019,flower,6,10:43,12:43,34.78269,-115.66301,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,Carrying Nest Materials,Terriotial or mating behavior,shrub,no photo,10:58,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
213,5/2/2019,flower,6,10:43,12:43,34.78251,-115.6629,Passeriformes,Mimidae,Northern Mockingbird,,Flying Between Plants,Active movement,cactus canopy,no photo,11:01,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
214,5/2/2019,flower,6,10:43,12:43,34.78239,-115.66283,Passeriformes,Mimidae,Northern Mockingbird,,Singing,Vocalization,cactus canopy,no photo,11:01,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
215,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,shrub,429.442,11:06,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
216,5/2/2019,flower,6,10:43,12:43,34.78245,-115.66336,Apodiformes,Trochilidae,Costa's Hummingbird,nectarivore,Sitting on Plant,Inactive,shrub,443.527,11:11,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
217,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,no visual,no photo,11:15,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
218,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,11:15,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
219,5/2/2019,flower,6,10:43,12:43,34.7821,-115.66343,Passeriformes,Passerellidae,Green.tailed Towhee,,Sitting on Plant,Inactive,shrub,528.543,11:19,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
220,5/2/2019,flower,6,10:43,12:43,34.7821,-115.66343,Passeriformes,Passerellidae,Green.tailed Towhee,,Sitting on Plant,Inactive,shrub,528.543,11:19,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
221,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Troglodytidae,Canyon Wren,,Singing,Vocalization,no visual,no photo,11:20,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
222,5/2/2019,flower,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,544.549,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
223,5/2/2019,flower,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,544.549,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
224,5/2/2019,flower,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,544.549,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
225,5/2/2019,flower,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,544.549,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
226,5/2/2019,flower,6,10:43,12:43,34.78191,-115.66333,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Calling,Vocalization,shrub,544.549,11:24,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
227,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Corvidae,Common Raven,,Calling,Vocalization,no visual,no photo,11:33,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
228,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,no visual,no photo,11:35,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
229,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Corvidae,Common Raven,,Calling,Vocalization,no visual,no photo,11:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
230,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Troglodytidae,Canyon Wren,,Singing,Vocalization,no visual,no photo,11:41,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
231,5/2/2019,flower,6,10:43,12:43,34.78047,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,561.566,11:47,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
232,5/2/2019,flower,6,10:43,12:43,34.78047,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,shrub,561.566,11:47,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
233,5/2/2019,flower,6,10:43,12:43,34.78032,-115.66351,Columbiformes,Columbidae,Mourning Dove,,Calling,Vocalization,cactus canopy,no photo,11:49,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
234,5/2/2019,flower,6,10:43,12:43,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,12:00,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
235,5/2/2019,flower,6,10:43,12:43,34.77909,-115.66425,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying on Plant,Active movement,shrub,no photo,12:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
236,5/2/2019,flower,6,10:43,12:43,34.77909,-115.66425,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying on Plant,Active movement,shrub,no photo,12:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
237,5/2/2019,flower,7,14:30,16:30,34.78297,-115.66238,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,Singing,Vocalization,shrub,567.573,14:30,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
238,5/2/2019,flower,7,14:30,16:30,,,Apodiformes,Trochilidae,Hummingbird,nectarivore,Singing,Vocalization,air,no photo,14:33,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
239,5/2/2019,flower,7,14:30,16:30,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,14:35,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
240,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,insectivore,Calling,Vocalization,no visual,no photo,14:36,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
241,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Calling,Vocalization,air,no photo,14:38,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
242,5/2/2019,flower,7,14:30,16:30,34.78216,-115.66238,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,shrub,no photo,14:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
243,5/2/2019,flower,7,14:30,16:30,,,Apodiformes,Trochilidae,Hummingbird,nectarivore,Singing,Vocalization,no visual,no photo,14:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
244,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying,Active movement,air,no photo,14:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
245,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Ptiliogonatidae,Phainopepla,,Singing,Vocalization,no visual,no photo,14:49,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
246,5/2/2019,flower,7,14:30,16:30,34.78173,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,,Flying,Active movement,air,no photo,14:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
247,5/2/2019,flower,7,14:30,16:30,34.78168,-115.66232,Passeriformes,Mimidae,Northern Mockingbird,,Sparring,Terriotial or mating behavior,shrub,no photo,14:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
248,5/2/2019,flower,7,14:30,16:30,34.78153,-115.66277,Passeriformes,Troglodytidae,Rock Wren,,Standing on Ground,Inactive,rock,575.594,15:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
250,5/2/2019,flower,7,14:30,16:30,,,Columbiformes,Columbidae,Mourning Dove,,Singing,Vocalization,no visual,no photo,15:01,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
251,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Calling,Vocalization,no visual,no photo,15:06,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
252,5/2/2019,flower,7,14:30,16:30,34.78026,-115.66292,Unknown,Unknown,Unknown,Unknown,Flying Between Plants,Active movement,cactus canopy,595.599,15:17,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
253,5/2/2019,flower,7,14:30,16:30,34.78027,-115.66291,Apodiformes,Trochilidae,Hummingbird,nectarivore,Flying,Active movement,air,no photo,15:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
254,5/2/2019,flower,7,14:30,16:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,Singing,Vocalization,no visual,no photo,15:34,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
